Ticker,Date/Time,Open,High,Low,Close,Volume,Rel_Vol_21,H_L_Range,ATR,ADX_21,PDI_21,MDI_21,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6
FCEL,11.10.2013,177.19,180.07,169.99,180.07,55276,1.0,10.08,19.40,25,21,15,0.81,-3.85,-4.58,-3.10,-4.58,0.81
FCEL,18.10.2013,178.63,187.27,174.31,185.83,51772,0.9,12.97,19.09,25,23,15,3.20,4.03,-0.77,-1.53,0.00,-1.53
FCEL,25.10.2013,187.27,226.17,184.39,210.32,127101,2.1,41.78,20.17,26,30,13,13.18,16.80,17.74,12.31,11.45,13.18
FCEL,01.11.2013,213.21,213.21,188.72,191.45,77792,1.3,24.49,20.38,26,28,12,-8.97,3.02,6.32,7.18,2.23,1.45
FCEL,08.11.2013,193.04,206.00,188.72,191.60,64134,1.1,17.29,20.23,27,27,12,0.08,-8.90,3.10,6.40,7.26,2.31
FCEL,15.11.2013,191.60,226.17,188.72,213.21,109354,1.8,37.45,21.05,28,29,11,11.28,11.36,1.37,14.73,18.40,19.35
FCEL,22.11.2013,216.09,217.53,194.48,198.80,78940,1.2,23.05,21.14,28,27,10,-6.76,3.76,3.84,-5.48,6.98,10.40
FCEL,29.11.2013,200.24,201.68,193.04,197.36,34330,0.5,8.64,20.55,29,27,11,-0.72,-7.43,3.01,3.09,-6.16,6.20
FCEL,06.12.2013,195.92,253.54,194.48,247.78,243668,3.6,59.06,22.38,31,35,9,25.55,24.64,16.22,29.32,29.42,17.81
FCEL,13.12.2013,249.22,265.07,231.93,256.42,221794,3.1,33.13,22.90,32,35,9,3.49,29.93,28.99,20.27,33.83,33.94
FCEL,20.12.2013,272.27,272.27,195.92,200.24,312331,4.1,76.35,25.44,32,30,14,-21.91,-19.19,1.46,0.72,-6.08,4.51
FCEL,27.12.2013,200.24,206.00,184.39,197.36,120250,1.5,21.61,25.26,32,28,16,-1.44,-23.03,-20.35,0.00,-0.72,-7.43
FCEL,03.01.2014,198.80,247.78,195.92,243.46,173689,2.2,51.86,26.53,32,33,14,23.36,21.58,-5.06,-1.74,23.36,22.46
FCEL,10.01.2014,246.34,280.91,223.29,236.25,415365,4.8,57.62,28.01,33,36,13,-2.96,19.71,17.99,-7.87,-4.65,19.71
FCEL,17.01.2014,242.02,249.22,187.27,201.68,303109,3.3,61.94,29.62,33,32,17,-14.63,-17.16,2.19,0.72,-21.35,-18.60
FCEL,24.01.2014,208.88,220.39,201.68,201.68,139848,1.5,18.71,29.10,33,31,17,0.00,-14.63,-17.16,2.19,0.72,-21.35
FCEL,31.01.2014,201.68,213.21,191.60,206.00,130304,1.4,21.61,28.75,32,30,18,2.14,2.14,-12.80,-15.38,4.38,2.88
FCEL,07.02.2014,213.21,214.65,197.36,204.56,87843,0.9,17.29,28.20,32,29,17,-0.70,1.43,1.43,-13.41,-15.98,3.65
FCEL,14.02.2014,210.32,236.25,204.56,230.49,204498,2.0,31.69,28.37,32,31,16,12.68,11.89,14.29,14.29,-2.44,-5.33
FCEL,21.02.2014,231.93,252.10,230.49,242.02,140583,1.4,21.61,28.04,32,33,16,5.00,18.31,17.48,20.00,20.00,2.44
FCEL,28.02.2014,243.46,299.64,240.58,280.91,335286,3.1,59.06,29.52,33,38,14,16.07,21.88,37.32,36.36,39.29,39.29
FCEL,07.03.2014,278.03,515.73,267.95,508.52,2342209,15.4,247.78,39.91,34,52,10,81.03,110.12,120.63,148.59,146.85,152.14
FCEL,14.03.2014,574.07,682.83,386.07,435.05,3524276,16.1,296.76,52.15,36,53,7,-14.45,54.87,79.76,88.75,112.68,111.19
FCEL,21.03.2014,456.66,460.98,325.57,370.23,990004,4.2,135.41,56.11,38,47,12,-14.90,-27.20,31.79,52.98,60.63,80.99
FCEL,28.03.2014,384.63,423.53,329.89,329.89,1045374,4.1,93.64,57.90,39,44,11,-10.89,-24.17,-35.13,17.44,36.31,43.13
FCEL,04.04.2014,342.86,404.80,337.09,347.18,668750,2.5,67.71,58.71,40,41,10,5.24,-6.23,-20.20,-31.73,23.59,43.45
FCEL,11.04.2014,334.21,360.14,318.37,337.09,445009,1.6,41.78,57.90,40,40,11,-2.90,2.18,-8.95,-22.52,-33.71,20.00
FCEL,17.04.2014,345.74,352.94,318.37,352.94,286202,1.0,34.57,56.79,41,38,11,4.70,1.66,6.99,-4.67,-18.87,-30.59
FCEL,25.04.2014,365.91,378.87,331.33,337.09,314505,1.1,47.54,56.35,42,39,11,-4.49,0.00,-2.90,2.18,-8.95,-22.52
FCEL,02.05.2014,337.09,344.30,293.88,322.69,269582,0.9,50.42,56.07,42,37,13,-4.27,-8.57,-4.27,-7.05,-2.18,-12.84
FCEL,09.05.2014,316.93,316.93,267.95,273.71,201693,0.7,48.98,56.00,42,36,15,-15.18,-18.80,-22.45,-18.80,-21.16,-17.03
FCEL,16.05.2014,279.47,322.69,267.95,311.88,198380,0.7,54.74,55.94,42,34,14,13.95,-3.35,-7.48,-11.63,-7.48,-10.17
FCEL,23.05.2014,314.05,318.37,298.20,306.84,127854,0.4,20.17,54.24,42,34,14,-1.62,12.11,-4.91,-8.97,-13.06,-8.97
FCEL,30.05.2014,306.84,357.26,306.12,337.09,227944,0.8,51.14,54.09,42,36,13,9.86,8.08,23.16,4.46,0.00,-4.49
FCEL,06.06.2014,345.74,355.82,289.56,325.57,271658,0.9,66.27,54.67,42,34,14,-3.42,6.10,4.39,18.95,0.89,-3.42
FCEL,13.06.2014,324.13,328.45,302.52,328.45,137998,0.5,25.93,53.30,42,33,14,0.88,-2.56,7.04,5.31,20.00,1.79
FCEL,20.06.2014,324.13,374.55,314.05,350.06,337991,1.1,60.50,53.65,42,35,13,6.58,7.52,3.85,14.08,12.24,27.89
FCEL,27.06.2014,352.94,355.82,329.89,348.62,161254,0.5,25.93,52.33,43,34,13,-0.41,6.14,7.08,3.42,13.62,11.78
FCEL,03.07.2014,345.74,352.94,328.45,332.77,89864,0.3,24.49,51.00,43,34,12,-4.55,-4.94,1.32,2.21,-1.28,8.45
FCEL,11.07.2014,329.89,331.33,302.52,307.27,107661,0.4,28.81,50.01,43,33,15,-7.66,-11.86,-12.22,-6.45,-5.62,-8.85
FCEL,18.07.2014,311.16,328.45,293.88,305.40,168066,0.5,34.57,49.28,42,32,15,-0.61,-8.23,-12.40,-12.76,-7.02,-6.19
FCEL,25.07.2014,305.40,381.75,302.52,341.42,559742,1.8,79.23,50.70,42,34,14,11.79,11.11,2.60,-2.07,-2.47,3.95
FCEL,01.08.2014,341.42,371.67,332.77,339.98,257676,0.8,38.90,50.14,42,33,13,-0.42,11.32,10.64,2.16,-2.48,-2.88
FCEL,08.08.2014,342.86,350.06,322.69,331.33,166129,0.5,27.37,49.06,42,32,14,-2.54,-2.95,8.49,7.83,-0.43,-4.96
FCEL,15.08.2014,332.77,372.39,324.13,364.47,305625,0.9,48.26,49.02,42,33,13,10.00,7.20,6.75,19.34,18.61,9.52
FCEL,22.08.2014,370.23,409.12,354.38,375.99,375577,1.1,54.74,49.29,42,35,13,3.16,13.48,10.59,10.13,23.11,22.36
FCEL,29.08.2014,381.75,386.07,357.26,365.91,121612,0.4,28.81,48.32,43,34,12,-2.68,0.40,10.43,7.63,7.17,19.81
FCEL,05.09.2014,365.91,384.63,354.38,374.55,115475,0.3,30.25,47.46,43,33,12,2.36,-0.38,2.77,13.04,10.17,9.70
FCEL,12.09.2014,374.55,386.07,337.09,345.74,287551,0.8,48.98,47.53,43,31,13,-7.69,-5.51,-8.05,-5.14,4.35,1.69
FCEL,19.09.2014,345.74,347.18,305.40,315.49,161826,0.5,41.78,47.26,42,30,16,-8.75,-15.77,-13.78,-16.09,-13.44,-4.78
